cusip,issuer,class,status,cusip6,cusip8,cusip9
G38327 95 5  ,GEOPARK LTD,PUT,,G38327,G3832795,G38327955
G39108 10 8 *,GATES INDUSTRIAL CORPRATIN P,ORD SHS,,G39108,G3910810,G39108108
G39108 90 8  ,GATES INDUSTRIAL CORPRATIN P,CALL,,G39108,G3910890,G39108908
G39108 95 8  ,GATES INDUSTRIAL CORPRATIN P,PUT,,G39108,G3910895,G39108958
G3922B 10 7 *,GENPACT LIMITED,SHS,,G3922B,G3922B10,G3922B107
G3922B 90 7  ,GENPACT LIMITED,CALL,,G3922B,G3922B90,G3922B907
G3922B 95 7  ,GENPACT LIMITED,PUT,,G3922B,G3922B95,G3922B957
G3933F 10 5 *,GLOBAL INDTY LTD CAYMAN,SHSACLUSD,DELETED,G3933F,G3933F10,G3933F105
G3933F 90 5  ,GLOBAL INDTY LTD CAYMAN,CALL,DELETED,G3933F,G3933F90,G3933F905
G3933F 95 5  ,GLOBAL INDTY LTD CAYMAN,PUT,DELETED,G3933F,G3933F95,G3933F955
G39342 10 3 *,GLOBAL CORD BLOOD CORPORATIO,SHS,,G39342,G3934210,G39342103
G39342 90 3  ,GLOBAL CORD BLOOD CORPORATIO,CALL,,G39342,G3934290,G39342903
G39342 95 3  ,GLOBAL CORD BLOOD CORPORATIO,PUT,,G39342,G3934295,G39342953
G39637 20 5 *,GOLDEN OCEAN GROUP LTD,SHS NEW,,G39637,G3963720,G39637205
G39637 90 5  ,GOLDEN OCEAN GROUP LTD,CALL,,G39637,G3963790,G39637905
G39637 95 5  ,GOLDEN OCEAN GROUP LTD,PUT,,G39637,G3963795,G39637955
G39973 10 5,GLRY STR NW MDIA GRUP HLDG L,SHS,,G39973,G3997310,G39973105
G39973 11 3,GLRY STR NW MDIA GRUP HLDG L,*W EXP 02/13/202,,G39973,G3997311,G39973113
G4027R 10 4,GOLDEN BULL LTD,SHS,,G4027R,G4027R10,G4027R104
G4086B 10 7,GREENCITY ACQUISITION CORP,COM,ADDED,G4086B,G4086B10,G4086B107
G4086B 11 5,GREENCITY ACQUISITION CORP,04/30/2026UNIT,ADDED,G4086B,G4086B11,G4086B115
G4086B 12 3,GREENCITY ACQUISITION CORP,04/28/202EXP*W,ADDED,G4086B,G4086B12,G4086B123
G4095J 10 9 *,GREENLIGHT CAPITAL RE LTD,CLASS A,,G4095J,G4095J10,G4095J109
G4095J 90 9  ,GREENLIGHT CAPITAL RE LTD,CALL,,G4095J,G4095J90,G4095J909
G4095J 95 9  ,GREENLIGHT CAPITAL RE LTD,PUT,,G4095J,G4095J95,G4095J959
G4095T 10 7,GREENLAND TECHNOLOGIES HLDG,SHS NEW,,G4095T,G4095T10,G4095T107
G4289N 11 4,HAPPINESS BIOTECH GROUP LTD,SHS,,G4289N,G4289N11,G4289N114
G4388N 10 6 *,HELEN OF TROY LTD,COM,,G4388N,G4388N10,G4388N106
G4388N 90 6  ,HELEN OF TROY LTD,CALL,,G4388N,G4388N90,G4388N906
G4388N 95 6  ,HELEN OF TROY LTD,PUT,,G4388N,G4388N95,G4388N956
G4411D 10 9,HEALTH SCIENCES ACQ CORP 2,SHSORD,ADDED,G4411D,G4411D10,G4411D109
G4412G 10 1 *,HERBALIFE NUTRITION LTD,COM SHS,,G4412G,G4412G10,G4412G101
G4412G 90 1  ,HERBALIFE NUTRITION LTD,CALL,,G4412G,G4412G90,G4412G901
G4412G 95 1  ,HERBALIFE NUTRITION LTD,PUT,,G4412G,G4412G95,G4412G951
G4418R 10 1,HEBRON TECHNOLOGY CO LTD,COM CLASS A,,G4418R,G4418R10,G4418R101
G4474Y 21 4 *,JANUS HENDERSON GROUP PLC,ORD SHS,,G4474Y,G4474Y21,G4474Y214
G4474Y 90 4  ,JANUS HENDERSON GROUP PLC,CALL,,G4474Y,G4474Y90,G4474Y904
G4474Y 95 4  ,JANUS HENDERSON GROUP PLC,PUT,,G4474Y,G4474Y95,G4474Y954
G4481U 10 6,HIGHWAY HLDGS LTD,ORD,,G4481U,G4481U10,G4481U106
G4511M 10 8 *,HERMITAGE OFFSHORE SERVICE L,SHS,DELETED,G4511M,G4511M10,G4511M108
G4511M 90 8  ,HERMITAGE OFFSHORE SERVICE L,CALL,DELETED,G4511M,G4511M90,G4511M908
G4511M 95 8  ,HERMITAGE OFFSHORE SERVICE L,PUT,DELETED,G4511M,G4511M95,G4511M958
G45667 10 5 *,HOLLYSYS AUTOMATION TCHNGY L,SHS,,G45667,G4566710,G45667105
G45667 90 5  ,HOLLYSYS AUTOMATION TCHNGY L,CALL,,G45667,G4566790,G45667905
G45667 95 5  ,HOLLYSYS AUTOMATION TCHNGY L,PUT,,G45667,G4566795,G45667955
G4603R 10 6,HL ACQUISITIONS CORP,SHS,,G4603R,G4603R10,G4603R106
G4603R 11 4,HL ACQUISITIONS CORP,UNIT 06/21/2023,,G4603R,G4603R11,G4603R114
G4603R 12 2,HL ACQUISITIONS CORP,*W EXP 06/21/202,,G4603R,G4603R12,G4603R122
G4603R 13 0,HL ACQUISITIONS CORP,RIGHT 07/17/2023,,G4603R,G4603R13,G4603R130
G46049 12 1,HORIZON ACQUISITION CORP,99/99/9999UNIT,ADDED,G46049,G4604912,G46049121
G46188 10 1 *,HORIZON THERAPEUTICS PUB L,SHS,,G46188,G4618810,G46188101
G46188 90 1  ,HORIZON THERAPEUTICS PUB L,CALL,,G46188,G4618890,G46188901
G46188 95 1  ,HORIZON THERAPEUTICS PUB L,PUT,,G46188,G4618895,G46188951
G46408 10 3 *,HUDSON LTD,COM CL A,,G46408,G4640810,G46408103
G46408 90 3  ,HUDSON LTD,CALL,,G46408,G4640890,G46408903
G46408 95 3  ,HUDSON LTD,PUT,,G46408,G4640895,G46408953
G4645C 10 9,HUDSON CAPITAL INC,SHS,,G4645C,G4645C10,G4645C109
G46587 AA 2,HUAZHU GROUP LTD,DEBT  3.000% 5/0,,G46587,G46587AA,G46587AA2
G4690M 10 1,IBEX LTD,NEWSHS,ADDED,G4690M,G4690M10,G4690M101
G4705A 10 0 *,ICON PLC,SHS,,G4705A,G4705A10,G4705A100
G4705A 90 0  ,ICON PLC,CALL,,G4705A,G4705A90,G4705A900
G4705A 95 0  ,ICON PLC,PUT,,G4705A,G4705A95,G4705A950
G4740B 10 5 *,ICHOR HOLDINGS,SHS,,G4740B,G4740B10,G4740B105
G4740B 90 5  ,ICHOR HOLDINGS,CALL,,G4740B,G4740B90,G4740B905
G4740B 95 5  ,ICHOR HOLDINGS,PUT,,G4740B,G4740B95,G4740B955
G47567 10 5 *,IHS MARKIT LTD,SHS,,G47567,G4756710,G47567105
G47567 90 5  ,IHS MARKIT LTD,CALL,,G47567,G4756790,G47567905
G47567 95 5  ,IHS MARKIT LTD,PUT,,G47567,G4756795,G47567955
G4760X 10 2,INDONESIA ENERGY CORP LTD,ORD SHS,,G4760X,G4760X10,G4760X102
G4809J 10 6,INTL GNRL INSURANCE HLDNGS L,SHS,,G4809J,G4809J10,G4809J106
G4809J 11 4,INTL GNRL INSURANCE HLDNGS L,*W EXP 03/17/202,,G4809J,G4809J11,G4809J114
G4863A 10 8 *,INTERNATIONAL GAME TECHNOLOG,SHS USD,,G4863A,G4863A10,G4863A108
G4863A 90 8  ,INTERNATIONAL GAME TECHNOLOG,CALL,,G4863A,G4863A90,G4863A908
G4863A 95 8  ,INTERNATIONAL GAME TECHNOLOG,PUT,,G4863A,G4863A95,G4863A958
G491BT 10 8 *,INVESCO LTD,SHS,,G491BT,G491BT10,G491BT108
G491BT 90 8  ,INVESCO LTD,CALL,,G491BT,G491BT90,G491BT908
G491BT 95 8  ,INVESCO LTD,PUT,,G491BT,G491BT95,G491BT958
G5005R 10 7 *,JAMES RIV GROUP LTD,COM,,G5005R,G5005R10,G5005R107
G5005R 90 7  ,JAMES RIV GROUP LTD,CALL,,G5005R,G5005R90,G5005R907
G5005R 95 7  ,JAMES RIV GROUP LTD,PUT,,G5005R,G5005R95,G5005R957
G50744 10 4,JAWS ACQUISITION CORP,SHS,ADDED,G50744,G5074410,G50744104
G50744 11 2,JAWS ACQUISITION CORP,99/99/999EXP*W,ADDED,G50744,G5074411,G50744112
G50744 12 0,JAWS ACQUISITION CORP,UNIT 99/99/9999,,G50744,G5074412,G50744120
G50871 10 5 *,JAZZ PHARMACEUTICALS PLC,SHS USD,,G50871,G5087110,G50871105
G50871 90 5  ,JAZZ PHARMACEUTICALS PLC,CALL,,G50871,G5087190,G50871905
G50871 95 5  ,JAZZ PHARMACEUTICALS PLC,PUT,,G50871,G5087195,G50871955
G51502 10 5 *,JOHNSON CTLS INTL PLC,SHS,,G51502,G5150210,G51502105
G51502 90 5  ,JOHNSON CTLS INTL PLC,CALL,,G51502,G5150290,G51502905
G51502 95 5  ,JOHNSON CTLS INTL PLC,PUT,,G51502,G5150295,G51502955
G5223X 10 0,KAIXIN AUTO HLDGS,SHS,,G5223X,G5223X10,G5223X100
G5269C 10 1 *,KINIKSA PHARMACEUTICALS LTD,COM CL A,,G5269C,G5269C10,G5269C101
G5269C 90 1  ,KINIKSA PHARMACEUTICALS LTD,CALL,,G5269C,G5269C90,G5269C901
G5269C 95 1  ,KINIKSA PHARMACEUTICALS LTD,PUT,,G5269C,G5269C95,G5269C951
G52753 12 9,KISMET ACQUISITION ONE CORP,08/06/2025UNIT,ADDED,G52753,G5275312,G52753129
G54050 10 2 *,LAZARD LTD,SHS A,,G54050,G5405010,G54050102
G54050 90 2  ,LAZARD LTD,CALL,,G54050,G5405090,G54050902
G54050 95 2  ,LAZARD LTD,PUT,,G54050,G5405095,G54050952
G5463L 10 5,LEO HOLDINGS CORP,ACLCOM,DELETED,G5463L,G5463L10,G5463L105
G5463L 11 3,LEO HOLDINGS CORP,07/31/202EXP*W,DELETED,G5463L,G5463L11,G5463L113
G5463L 12 1,LEO HOLDINGS CORP,99/99/9999UNIT,DELETED,G5463L,G5463L12,G5463L121
G5478K 10 0,LIANLUO SMART LTD,COM CL A,,G5478K,G5478K10,G5478K100
G5480U 10 4 *,LIBERTY GLOBAL PLC,SHS CL A,,G5480U,G5480U10,G5480U104
G5480U 90 4  ,LIBERTY GLOBAL PLC,CALL,,G5480U,G5480U90,G5480U904
G5480U 95 4  ,LIBERTY GLOBAL PLC,PUT,,G5480U,G5480U95,G5480U954
G5480U 11 2,LIBERTY GLOBAL PLC,SHS CL B,,G5480U,G5480U11,G5480U112
G5480U 12 0 *,LIBERTY GLOBAL PLC,SHS CL C,,G5480U,G5480U12,G5480U120
G5480U 90 0  ,LIBERTY GLOBAL PLC,CALL,,G5480U,G5480U90,G5480U900
G5480U 95 0  ,LIBERTY GLOBAL PLC,PUT,,G5480U,G5480U95,G5480U950
G5494J 10 3 *,LINDE PLC,SHS,,G5494J,G5494J10,G5494J103
G5494J 90 3  ,LINDE PLC,CALL,,G5494J,G5494J90,G5494J903
G5494J 95 3  ,LINDE PLC,PUT,,G5494J,G5494J95,G5494J953
G5509L 10 1 *,LIVANOVA PLC,SHS,,G5509L,G5509L10,G5509L101
G5509L 90 1  ,LIVANOVA PLC,CALL,,G5509L,G5509L90,G5509L901
G5509L 95 1  ,LIVANOVA PLC,PUT,,G5509L,G5509L95,G5509L951
G5510C 10 8,LIV CAP ACQUISITION CORP,CL A,,G5510C,G5510C10,G5510C108
G5510C 11 6,LIV CAP ACQUISITION CORP,*W EXP 12/13/202,,G5510C,G5510C11,G5510C116
G5510C 12 4,LIV CAP ACQUISITION CORP,UNIT 99/99/9999,,G5510C,G5510C12,G5510C124
G56372 10 8,LONGEVITY ACQUISITION CORP,UNIT 08/29/2024,,G56372,G5637210,G56372108
G56372 11 6,LONGEVITY ACQUISITION CORP,*W EXP 07/31/202,,G56372,G5637211,G56372116
G56372 12 4,LONGEVITY ACQUISITION CORP,RIGHT 07/31/2020,,G56372,G5637212,G56372124
G56372 13 2,LONGEVITY ACQUISITION CORP,ORD SHS,,G56372,G5637213,G56372132
G5698W 11 6 *,LUXFER HOLDINGS PLC,SHS,,G5698W,G5698W11,G5698W116
G5698W 90 6  ,LUXFER HOLDINGS PLC,CALL,,G5698W,G5698W90,G5698W906
G5698W 95 6  ,LUXFER HOLDINGS PLC,PUT,,G5698W,G5698W95,G5698W956
G56981 10 6,LUOKUNG TECHNOLOGY CORP,SHS,,G56981,G5698110,G56981106
G5753U 11 2 *,MAIDEN HOLDINGS LTD,SHS,,G5753U,G5753U11,G5753U112
G5753U 90 2  ,MAIDEN HOLDINGS LTD,CALL,,G5753U,G5753U90,G5753U902
G5753U 95 2  ,MAIDEN HOLDINGS LTD,PUT,,G5753U,G5753U95,G5753U952
G5784H 10 6 *,MANCHESTER UTD PLC NEW,ORD CL A,,G5784H,G5784H10,G5784H106
G5784H 90 6  ,MANCHESTER UTD PLC NEW,CALL,,G5784H,G5784H90,G5784H906
G5784H 95 6  ,MANCHESTER UTD PLC NEW,PUT,,G5784H,G5784H95,G5784H956
G5785G 10 7 *,MALLINCKRODT PUB LTD CO,SHS,,G5785G,G5785G10,G5785G107
G5785G 90 7  ,MALLINCKRODT PUB LTD CO,CALL,,G5785G,G5785G90,G5785G907
G5785G 95 7  ,MALLINCKRODT PUB LTD CO,PUT,,G5785G,G5785G95,G5785G957
G5859B 10 9,MALACCA STRAITS ACQUISITION,99/99/999EXP*W,ADDED,G5859B,G5859B10,G5859B109
G5859B 11 7,MALACCA STRAITS ACQUISITION,ACLCOM,ADDED,G5859B,G5859B11,G5859B117
G5859B 12 5,MALACCA STRAITS ACQUISITION,99/99/9999UNIT,ADDED,G5859B,G5859B12,G5859B125
G5876H 10 5 *,MARVELL TECHNOLOGY GROUP LTD,ORD,,G5876H,G5876H10,G5876H105
G5876H 90 5  ,MARVELL TECHNOLOGY GROUP LTD,CALL,,G5876H,G5876H90,G5876H905
G5876H 95 5  ,MARVELL TECHNOLOGY GROUP LTD,PUT,,G5876H,G5876H95,G5876H955
G59290 10 9,MDJM LTD,SHS,,G59290,G5929010,G59290109
G5960L 10 3 *,MEDTRONIC PLC,SHS,,G5960L,G5960L10,G5960L103
G5960L 90 3  ,MEDTRONIC PLC,CALL,,G5960L,G5960L90,G5960L903
G5960L 95 3  ,MEDTRONIC PLC,PUT,,G5960L,G5960L95,G5960L953
G59665 10 2 *,MEIRAGTX HLDGS PLC,COM,,G59665,G5966510,G59665102
G59665 90 2  ,MEIRAGTX HLDGS PLC,CALL,,G59665,G5966590,G59665902
G59665 95 2  ,MEIRAGTX HLDGS PLC,PUT,,G59665,G5966595,G59665952
G6S41R 10 1,OSMOTICA PHARMACEUTICALS PLC,SHS,,G6S41R,G6S41R10,G6S41R101
G6055H 10 6,METEN EDTECHX ED GROUP LTD,*W EXP 03/31/202,,G6055H,G6055H10,G6055H106
G6055H 11 4,METEN EDTECHX ED GROUP LTD,ORD SHS,,G6055H,G6055H11,G6055H114
G6095L 10 9 *,APTIV PLC,SHS,,G6095L,G6095L10,G6095L109
G6095L 90 9  ,APTIV PLC,CALL,,G6095L,G6095L90,G6095L909
G6095L 95 9  ,APTIV PLC,PUT,,G6095L,G6095L95,G6095L959
G6096M 10 6,APTORUM GROUP LIMITED,CL A ORD SHS,,G6096M,G6096M10,G6096M106
G61074 11 1,PRIME IMPACT ACQUISITION I,10/01/2030UNIT,ADDED,G61074,G6107411,G61074111
G6181K 10 6,MMTEC INC,SHS,,G6181K,G6181K10,G6181K106
G6331P 10 4 *,ALPHA & OMEGA SEMICONDUCTOR,SHS,,G6331P,G6331P10,G6331P104
G6331P 90 4  ,ALPHA & OMEGA SEMICONDUCTOR,CALL,,G6331P,G6331P90,G6331P904
G6331P 95 4  ,ALPHA & OMEGA SEMICONDUCTOR,PUT,,G6331P,G6331P95,G6331P954
G6333L 10 1,ITERUM THERAPEUTICS PLC,SHS,,G6333L,G6333L10,G6333L101
G6359F 13 7 *,NABORS INDUSTRIES LTD,SHS,,G6359F,G6359F13,G6359F137
G6359F 90 7  ,NABORS INDUSTRIES LTD,CALL,,G6359F,G6359F90,G6359F907
G6359F 95 7  ,NABORS INDUSTRIES LTD,PUT,,G6359F,G6359F95,G6359F957
G63637 10 5 *,NABRIVA THERAPEUTICS PLC,SHS,,G63637,G6363710,G63637105
G63637 90 5  ,NABRIVA THERAPEUTICS PLC,CALL,,G63637,G6363790,G63637905
G63637 95 5  ,NABRIVA THERAPEUTICS PLC,PUT,,G63637,G6363795,G63637955
G637AM 10 2 *,MYOVANT SCIENCES LTD,COM,,G637AM,G637AM10,G637AM102
G637AM 90 2  ,MYOVANT SCIENCES LTD,CALL,,G637AM,G637AM90,G637AM902
G637AM 95 2  ,MYOVANT SCIENCES LTD,PUT,,G637AM,G637AM95,G637AM952
G6375R 10 7,NATIONAL ENERGY SERVICES REU,SHS,,G6375R,G6375R10,G6375R107
G6375R 11 5,NATIONAL ENERGY SERVICES REU,*W EXP 05/05/202,,G6375R,G6375R11,G6375R115
G63907 10 2 *,NAM TAI PPTY INC,SHS,,G63907,G6390710,G63907102
G63907 90 2  ,NAM TAI PPTY INC,CALL,,G63907,G6390790,G63907902
G63907 95 2  ,NAM TAI PPTY INC,PUT,,G63907,G6390795,G63907952
G64335 10 5,NEWATER TECHNOLOGY INC,SHS,,G64335,G6433510,G64335105
G6455A 10 7,NETFIN ACQUISITION CORP,SHS CL A,,G6455A,G6455A10,G6455A107
G6455A 11 5,NETFIN ACQUISITION CORP,*W EXP 08/01/202,,G6455A,G6455A11,G6455A115
G6455A 12 3,NETFIN ACQUISITION CORP,UNIT 08/01/2024,,G6455A,G6455A12,G6455A123
G6461G 10 6,NEW FRONTIER HEALTH CORP,ORD SHS,,G6461G,G6461G10,G6461G106
G6461G 11 4,NEW FRONTIER HEALTH CORP,*W EXP 11/30/202,,G6461G,G6461G11,G6461G114
G6463T 10 6,NEWBORN ACQUISITION CORP,SHS,,G6463T,G6463T10,G6463T106
G6463T 11 4,NEWBORN ACQUISITION CORP,*W EXP 02/03/202,,G6463T,G6463T11,G6463T114
G6463T 12 2,NEWBORN ACQUISITION CORP,RIGHT 02/03/2025,,G6463T,G6463T12,G6463T122
G6463T 13 0,NEWBORN ACQUISITION CORP,UNIT 99/99/9999,,G6463T,G6463T13,G6463T130
G6518L 10 8 *,NIELSEN HLDGS PLC,SHS EUR,,G6518L,G6518L10,G6518L108
G6518L 90 8  ,NIELSEN HLDGS PLC,CALL,,G6518L,G6518L90,G6518L908
G6518L 95 8  ,NIELSEN HLDGS PLC,PUT,,G6518L,G6518L95,G6518L958
G6525F AA 0,NIO INC,DEBT  4.500% 2/0,,G6525F,G6525FAA,G6525FAA0
G65431 10 1 *,NOBLE CORP PLC,USDSHS,DELETED,G65431,G6543110,G65431101
G65431 90 1  ,NOBLE CORP PLC,CALL,DELETED,G65431,G6543190,G65431901
G65431 95 1  ,NOBLE CORP PLC,PUT,DELETED,G65431,G6543195,G65431951
G6564A 10 5 *,NOMAD FOODS LTD,USD ORD SHS,,G6564A,G6564A10,G6564A105
G6564A 90 5  ,NOMAD FOODS LTD,CALL,,G6564A,G6564A90,G6564A905
G6564A 95 5  ,NOMAD FOODS LTD,PUT,,G6564A,G6564A95,G6564A955
G65773 10 6 *,NORDIC AMERICAN TANKERS LIMI,COM,,G65773,G6577310,G65773106
G65773 90 6  ,NORDIC AMERICAN TANKERS LIMI,CALL,,G65773,G6577390,G65773906
G65773 95 6  ,NORDIC AMERICAN TANKERS LIMI,PUT,,G65773,G6577395,G65773956
G66721 10 4 *,NORWEGIAN CRUISE LINE HLDG L,SHS,,G66721,G6672110,G66721104
G66721 90 4  ,NORWEGIAN CRUISE LINE HLDG L,CALL,,G66721,G6672190,G66721904
G66721 95 4  ,NORWEGIAN CRUISE LINE HLDG L,PUT,,G66721,G6672195,G66721954
G6674U 10 8 *,NOVOCURE LTD,ORD SHS,,G6674U,G6674U10,G6674U108
G6674U 90 8  ,NOVOCURE LTD,CALL,,G6674U,G6674U90,G6674U908
G6674U 95 8  ,NOVOCURE LTD,PUT,,G6674U,G6674U95,G6674U958
G6700G 10 7 *,NVENT ELECTRIC PLC,SHS,,G6700G,G6700G10,G6700G107
G6700G 90 7  ,NVENT ELECTRIC PLC,CALL,,G6700G,G6700G90,G6700G907
G6700G 95 7  ,NVENT ELECTRIC PLC,PUT,,G6700G,G6700G95,G6700G957
G67145 10 5,OAKTREE ACQUISITION CORP,SHS CL A,,G67145,G6714510,G67145105
G67145 11 3,OAKTREE ACQUISITION CORP,*W EXP 99/99/999,,G67145,G6714511,G67145113
G67145 12 1,OAKTREE ACQUISITION CORP,UNIT 99/99/9999,,G67145,G6714512,G67145121
G6715X 12 9,OAKTREE ACQUISITION CORP II,09/15/2027UNIT,ADDED,G6715X,G6715X12,G6715X129
G67828 20 5 *,ORIGIN AGRITECH LIMITED,SHS NEW,,G67828,G6782820,G67828205
G67828 90 5  ,ORIGIN AGRITECH LIMITED,CALL,,G67828,G6782890,G67828905
G67828 95 5  ,ORIGIN AGRITECH LIMITED,PUT,,G67828,G6782895,G67828955
G6855A 10 3 *,OXFORD IMMUNOTEC GLOBAL PLC,ORD SHS,,G6855A,G6855A10,G6855A103
G6855A 90 3  ,OXFORD IMMUNOTEC GLOBAL PLC,CALL,,G6855A,G6855A90,G6855A903
G6855A 95 3  ,OXFORD IMMUNOTEC GLOBAL PLC,PUT,,G6855A,G6855A95,G6855A953
G6856M 10 6,OXBRIDGE RE HLDGS LTD,SHS,,G6856M,G6856M10,G6856M106
G6856M 11 4,OXBRIDGE RE HLDGS LTD,*W EXP 03/26/202,,G6856M,G6856M11,G6856M114
G68707 10 1 *,PAGSEGURO DIGITAL LTD,COM CL A,,G68707,G6870710,G68707101
G68707 90 1  ,PAGSEGURO DIGITAL LTD,CALL,,G68707,G6870790,G68707901
G68707 95 1  ,PAGSEGURO DIGITAL LTD,PUT,,G68707,G6870795,G68707951
G6891L 10 5,PANGAEA LOGISTICS SOLUTION L,SHS,,G6891L,G6891L10,G6891L105
G7S00T 10 4 *,PENTAIR PLC,SHS,,G7S00T,G7S00T10,G7S00T104
G7S00T 90 4  ,PENTAIR PLC,CALL,,G7S00T,G7S00T90,G7S00T904
G7S00T 95 4  ,PENTAIR PLC,PUT,,G7S00T,G7S00T95,G7S00T954
G7T16G 10 3 *,SAPIENS INTL CORP N V,SHS,,G7T16G,G7T16G10,G7T16G103
G7T16G 90 3  ,SAPIENS INTL CORP N V,CALL,,G7T16G,G7T16G90,G7T16G903
G7T16G 95 3  ,SAPIENS INTL CORP N V,PUT,,G7T16G,G7T16G95,G7T16G953
G7T96K 10 7 *,SCULLY ROYALTY LTD,COM SHS,,G7T96K,G7T96K10,G7T96K107
G7T96K 90 7  ,SCULLY ROYALTY LTD,CALL,,G7T96K,G7T96K90,G7T96K907
G7T96K 95 7  ,SCULLY ROYALTY LTD,PUT,,G7T96K,G7T96K95,G7T96K957
G7000X 11 3,ONE,99/99/9999UNIT,ADDED,G7000X,G7000X11,G7000X113
G7008A 12 3,PERIDOT ACQUISITION CORP,99/99/9999UNIT,ADDED,G7008A,G7008A12,G7008A123
G7114V 10 2,PINGTAN MARINE ENTERPRISE LT,SHS,,G7114V,G7114V10,G7114V102
G7115T AA 4,PINDUODUO INC,10/0DEBT,DELETED,G7115T,G7115TAA,G7115TAA4
G72007 10 0,POWERBRIDGE TECHNLOGIES CO L,ORD SHS,,G72007,G7200710,G72007100
G72800 10 8 *,PROTHENA CORP PLC,SHS,,G72800,G7280010,G72800108
G72800 90 8  ,PROTHENA CORP PLC,CALL,,G72800,G7280090,G72800908
G72800 95 8  ,PROTHENA CORP PLC,PUT,,G72800,G7280095,G72800958
G7306H 10 1,PUHUI WEALTH INVT MGMT CO LT,SHS,,G7306H,G7306H10,G7306H101
G7307X 12 1,QELL ACQUISITION CORP,10/01/2025UNIT,ADDED,G7307X,G7307X12,G7307X121
G7314V AA 8,QUDIAN INC,7/01.000%DEBT,DELETED,G7314V,G7314VAA,G7314VAA8
G73268 10 7 *,QUOTIENT LTD,SHS,,G73268,G7326810,G73268107
G73268 90 7  ,QUOTIENT LTD,CALL,,G73268,G7326890,G73268907
G73268 95 7  ,QUOTIENT LTD,PUT,,G73268,G7326895,G73268957
G7415M 12 4,RECON TECHNOLOGY LTD,SHS NEW,,G7415M,G7415M12,G7415M124
G7417R 12 1,REDBALL ACQUISITION CORP,99/99/9999UNIT,ADDED,G7417R,G7417R12,G7417R121
G7483N 11 1,REINVENT TECHNOLOGY PARTNERS,99/99/9999UNIT,ADDED,G7483N,G7483N11,G7483N111
G7496G 10 3 *,RENAISSANCERE HLDGS LTD,COM,,G7496G,G7496G10,G7496G103
G7496G 90 3  ,RENAISSANCERE HLDGS LTD,CALL,,G7496G,G7496G90,G7496G903
G7496G 95 3  ,RENAISSANCERE HLDGS LTD,PUT,,G7496G,G7496G95,G7496G953
G75130 10 7,REPLAY ACQUISITION CORP,COM,,G75130,G7513010,G75130107
G75130 11 5,REPLAY ACQUISITION CORP,*W EXP 03/01/202,,G75130,G7513011,G75130115
G75130 12 3,REPLAY ACQUISITION CORP,UNIT 03/01/2024,,G75130,G7513012,G75130123
G75271 10 9,RETO ECO SOLUTIONS INC,COM,,G75271,G7527110,G75271109
G7552B 12 1,RIBBIT LEAP LTD,99/99/9999UNIT,ADDED,G7552B,G7552B12,G7552B121
G7709Q 10 4 *,ROYALTY PHARMA PLC,SHS CL A,,G7709Q,G7709Q10,G7709Q104
G7709Q 90 4  ,ROYALTY PHARMA PLC,CALL,,G7709Q,G7709Q90,G7709Q904
G7709Q 95 4  ,ROYALTY PHARMA PLC,PUT,,G7709Q,G7709Q95,G7709Q954
G7738W 10 6 *,SFL CORPORATION LTD,SHS,,G7738W,G7738W10,G7738W106
G7738W 90 6  ,SFL CORPORATION LTD,CALL,,G7738W,G7738W90,G7738W906
G7738W 95 6  ,SFL CORPORATION LTD,PUT,,G7738W,G7738W95,G7738W956
G78516 20 3,SC HEALTH CORP,COM CL A,,G78516,G7851620,G78516203
G78516 30 2,SC HEALTH CORP,UNIT 99/99/9999,,G78516,G7851630,G78516302
G78516 40 1,SC HEALTH CORP,*W EXP 99/99/999,,G78516,G7851640,G78516401
G7864D 11 2,SCIENJOY HOLDING CORP,SHS,,G7864D,G7864D11,G7864D112
G79448 10 9,SCVX CORP,UNIT 99/99/9999,,G79448,G7944810,G79448109
G79448 11 7,SCVX CORP,*W EXP 01/24/202,,G79448,G7944811,G79448117
G79448 20 8,SCVX CORP,COM,,G79448,G7944820,G79448208
G7945M 10 7 *,SEAGATE TECHNOLOGY PLC,SHS,,G7945M,G7945M10,G7945M107
G7945M 90 7  ,SEAGATE TECHNOLOGY PLC,CALL,,G7945M,G7945M90,G7945M907
G7945M 95 7  ,SEAGATE TECHNOLOGY PLC,PUT,,G7945M,G7945M95,G7945M957
G7948T AC 3,SEA LTD,DEBT  1.000%12/0,,G7948T,G7948TAC,G7948TAC3
G7948T AE 9,SEA LTD,DEBT  2.375%12/0,,G7948T,G7948TAE,G7948TAE9
G8060N 10 2 *,SENSATA TECHNOLOGIES HLDNG P,SHS,,G8060N,G8060N10,G8060N102
G8060N 90 2  ,SENSATA TECHNOLOGIES HLDNG P,CALL,,G8060N,G8060N90,G8060N902
G8060N 95 2  ,SENSATA TECHNOLOGIES HLDNG P,PUT,,G8060N,G8060N95,G8060N952
G80751 12 9,SGOCO GROUP LTD,SHS NEW,,G80751,G8075112,G80751129
G81075 AF 3,SHIP FINANCE INTERNATIONAL L,NOTE  5.750%10/1,,G81075,G81075AF,G81075AF3
G81276 10 0 *,SIGNET JEWELERS LIMITED,SHS,,G81276,G8127610,G81276100
G81276 90 0  ,SIGNET JEWELERS LIMITED,CALL,,G81276,G8127690,G81276900
